Gene stable ID,Gene Synonym,Gene name,NCBI gene (formerly Entrezgene) ID
ENSG00000111300,FLJ13089,NAA25,80018
ENSG00000243621,,AC003989.2,
ENSG00000249346,,LINC01016,
ENSG00000286204,,AC025475.2,
ENSG00000184903,IMMP2L-IT1,IMMP2L,83943
ENSG00000184903,IMP2,IMMP2L,83943
ENSG00000271889,,AC016747.2,
ENSG00000179859,LINC02581,RNF227,284023
ENSG00000204261,TAP1-AS1,PSMB8-AS1,
ENSG00000204261,TAPSAR1,PSMB8-AS1,
ENSG00000204261,XXbac-BPG246D15.8,PSMB8-AS1,
ENSG00000125844,ES/130,RRBP1,6238
ENSG00000125844,hES,RRBP1,6238
ENSG00000274769,,AC016747.4,
ENSG00000230571,,AC113347.1,
ENSG00000248426,,AC113347.2,
ENSG00000236485,,LINC01945,
ENSG00000287414,,AC093787.2,
ENSG00000250703,,AC113347.3,
ENSG00000226886,,AC093787.1,
ENSG00000224800,,RPS27AP6,
ENSG00000285554,,AC242988.2,
ENSG00000233183,,AL138889.1,
ENSG00000271179,,AC098826.3,
ENSG00000181961,OR4A16Q,OR4A16,81327
ENSG00000283324,,CTXND2,
ENSG00000229357,HCP1,CYCSP51,
ENSG00000249616,,CCNB3P1,
ENSG00000251033,,AC113347.4,
ENSG00000224077,,AP000936.1,
ENSG00000224662,,ATP6V1G1P3,
ENSG00000225594,,AC098826.1,
ENSG00000181958,,OR4A15,81328
ENSG00000225236,,AP000936.2,
ENSG00000227745,,AC098826.2,
ENSG00000254851,,AP005018.2,
ENSG00000256670,,AC078962.5,
ENSG00000254891,,OR4A9P,
ENSG00000115486,VKCFD1,GGCX,2677
ENSG00000240065,beta1i,PSMB9,5698
ENSG00000240065,LMP2,PSMB9,5698
ENSG00000240065,PSMB6i,PSMB9,5698
ENSG00000240065,RING12,PSMB9,5698
ENSG00000255077,,OR4X7P,
ENSG00000256314,,AC078962.4,
ENSG00000255493,OR4A25P,OR4A10P,
ENSG00000225195,,AC078962.2,
ENSG00000255196,OR4A22P,OR4A17P,
ENSG00000280320,,AC025262.2,
ENSG00000181950,,OR4A13P,
ENSG00000255294,,OR4A50P,
ENSG00000256199,,AC078962.3,
ENSG00000153179,,RASSF3,283349
ENSG00000181943,,OR4A21P,
ENSG00000158882,FLJ12770,TOMM40L,84134
ENSG00000158882,TOMM40B,TOMM40L,84134
ENSG00000254576,HSHTPCRX11,OR4C1P,
ENSG00000254576,HTPCRX11,OR4C1P,
ENSG00000254576,OR4C1,OR4C1P,
ENSG00000070610,AD035,GBA2,57704
ENSG00000070610,DKFZp762K054,GBA2,57704
ENSG00000070610,KIAA1605,GBA2,57704
ENSG00000070610,SPG46,GBA2,57704
ENSG00000271362,,AL138889.2,
ENSG00000233301,,OR4C14P,
ENSG00000274846,,AC171558.2,
ENSG00000181939,,OR4C15,81309
ENSG00000279514,,OR4C16,219428
ENSG00000185885,9-27,IFITM1,8519
ENSG00000185885,CD225,IFITM1,8519
ENSG00000185885,DSPA2a,IFITM1,8519
ENSG00000185885,IFI17,IFITM1,8519
ENSG00000172188,OR4C11P,OR4C11,219429
ENSG00000070010,UFD1L,UFD1,7353
ENSG00000257277,,AC092652.1,
ENSG00000181927,OR4P3P,OR4P4,81300
ENSG00000231758,,ARHGAP15-AS1,
ENSG00000227948,,AC003989.1,
ENSG00000280362,,AC084759.3,
ENSG00000173114,FIGLER5,LRRN3,54674
ENSG00000173114,FLJ11129,LRRN3,54674
ENSG00000173114,NLRR3,LRRN3,54674
ENSG00000018625,FHM2,ATP1A2,477
ENSG00000018625,MHP2,ATP1A2,477
ENSG00000174982,OR4S2P,OR4S2,219431
ENSG00000174982,OST725,OR4S2,219431
ENSG00000231766,,MTCO2P5,
ENSG00000236300,,MTND4LP12,
ENSG00000254910,,AC136475.2,
ENSG00000284167,,MTATP6P5,
ENSG00000181903,,OR4C6,219432
ENSG00000185201,1-8D,IFITM2,10581
ENSG00000185201,DSPA2c,IFITM2,10581
ENSG00000283994,,AC092652.2,
ENSG00000272335,,AC093297.2,
ENSG00000226839,,MTND6P11,
ENSG00000254841,,OR4V1P,
ENSG00000232772,,MTND4P22,
ENSG00000248148,,AC114954.1,
ENSG00000287540,,AC116350.1,
ENSG00000172915,BCL8B,NBEA,26960
ENSG00000172915,FLJ10197,NBEA,26960
ENSG00000172915,KIAA1544,NBEA,26960
ENSG00000172915,LYST2,NBEA,26960
ENSG00000158669,AGPAT6,GPAT4,137964
ENSG00000158669,DKFZp586M1819,GPAT4,137964
ENSG00000158669,LPAAT-zeta,GPAT4,137964
ENSG00000158669,TSARG7,GPAT4,137964
ENSG00000170037,LIP8,CNTROB,116840
ENSG00000170037,PP1221,CNTROB,116840
ENSG00000257226,,AC079584.2,
ENSG00000230616,Em:AC006046.3,PPIAP9,
ENSG00000230616,PPIP9,PPIAP9,
ENSG00000257284,,AC013437.1,
ENSG00000233965,Em:AC006046.2,RPL15P4,
ENSG00000227557,,MTND3P9,
ENSG00000147586,HSPC007,MRPS28,28957
ENSG00000147586,MRP-S28,MRPS28,28957
ENSG00000147586,MRPS35,MRPS28,28957
ENSG00000224288,,MTCYBP11,
ENSG00000228655,,AC079793.1,
ENSG00000137766,DKFZp547H074,UNC13C,440279
ENSG00000137766,Munc13-3,UNC13C,440279
ENSG00000123612,ACVRLK7,ACVR1C,130399
ENSG00000123612,ALK7,ACVR1C,130399
ENSG00000224852,,MTND5P24,
ENSG00000204264,beta5i,PSMB8,5696
ENSG00000204264,D6S216E,PSMB8,5696
ENSG00000204264,LMP7,PSMB8,5696
ENSG00000204264,PSMB5i,PSMB8,5696
ENSG00000204264,RING10,PSMB8,5696
ENSG00000150347,FLJ21150,ARID5B,84159
ENSG00000150347,MRF2,ARID5B,84159
ENSG00000225476,,MTCO3P5,
ENSG00000225176,ATP5LP4,ATP5MGP4,
ENSG00000142089,1-8U,IFITM3,10410
ENSG00000142089,DSPA2b,IFITM3,10410
ENSG00000250357,,AC108935.1,
ENSG00000228540,,AC073326.1,
ENSG00000075884,BM046,ARHGAP15,55843
ENSG00000279016,,AC093648.1,
ENSG00000186352,Lrp2bp,ANKRD37,353322
ENSG00000227924,,RBPJP6,
ENSG00000250392,,LINC02502,
ENSG00000287292,,AC002460.2,
ENSG00000249317,,AC002460.1,
ENSG00000250183,,AC097173.2,
ENSG00000212952,,BX088651.1,
ENSG00000237357,,BX088651.4,
ENSG00000251418,ASSP8,ASS1P8,
ENSG00000204711,,C9orf135,138255
ENSG00000184986,hole,TMEM121,80757
ENSG00000184986,MGC4659,TMEM121,80757
ENSG00000184986,TMEM121A,TMEM121,80757
ENSG00000270030,,AC136475.7,
ENSG00000270105,,AC136475.8,
ENSG00000178226,FLJ90661,PRSS36,146547
ENSG00000255328,,AC136475.5,
ENSG00000254205,,AC009686.1,
ENSG00000229311,,BX088651.2,
ENSG00000255089,,AC136475.4,
ENSG00000204816,,FGF7P5,
ENSG00000251661,,AC136475.1,
ENSG00000230245,,BX088651.3,
ENSG00000253825,,AC097173.3,
ENSG00000230157,ATP5G1P1,ATP5MC1P1,
ENSG00000230157,ATP5GP3,ATP5MC1P1,
ENSG00000249868,,AC136777.1,
ENSG00000120057,SARP3,SFRP5,6425
ENSG00000270972,,AC136475.9,
ENSG00000076554,D52,TPD52,7163
ENSG00000076554,hD52,TPD52,7163
ENSG00000076554,N8L,TPD52,7163
ENSG00000164695,MGC22825,CHMP4C,92421
ENSG00000164695,Shax3,CHMP4C,92421
ENSG00000164695,VPS32C,CHMP4C,92421
ENSG00000110911,DCT1,SLC11A2,4891
ENSG00000110911,DMT1,SLC11A2,4891
ENSG00000110911,NRAMP2,SLC11A2,4891
ENSG00000182366,,FAM87A,
ENSG00000171219,DMPK2,CDC42BPG,55561
ENSG00000171219,HSMDPKIN,CDC42BPG,55561
ENSG00000171219,kappa-200,CDC42BPG,55561
ENSG00000171219,MRCKgamma,CDC42BPG,55561
ENSG00000180900,KIAA0147,SCRIB,23513
ENSG00000180900,SCRB1,SCRIB,23513
ENSG00000180900,Vartul,SCRIB,23513
ENSG00000122691,ACS3,TWIST1,7291
ENSG00000122691,bHLHa38,TWIST1,7291
ENSG00000122691,BPES2,TWIST1,7291
ENSG00000122691,BPES3,TWIST1,7291
ENSG00000122691,CRS,TWIST1,7291
ENSG00000122691,CRS1,TWIST1,7291
ENSG00000122691,H-twist,TWIST1,7291
ENSG00000122691,SCS,TWIST1,7291
ENSG00000122691,TWIST,TWIST1,7291
ENSG00000216829,,FGF7P4,
ENSG00000243160,,AC093270.3,
ENSG00000174325,,DIRC1,
ENSG00000273494,FLJ10782,PANK4,55229
ENSG00000223523,,AC092598.1,
ENSG00000104231,FLJ14007,ZFAND1,79752
ENSG00000232821,,AC003986.2,
ENSG00000270772,,PDHA1P1,
ENSG00000182272,FLJ25045,B4GALNT4,338707
ENSG00000182272,NGalNAc-T1,B4GALNT4,338707
ENSG00000270182,,AC004080.4,
ENSG00000163681,KIAA1601,SLMAP,7871
ENSG00000163681,SLAP,SLMAP,7871
ENSG00000156515,,HK1,3098
ENSG00000253187,HOXA-AS4,HOXA10-AS,
ENSG00000257184,,AC004080.3,
ENSG00000253293,HOX1,HOXA10,3206
ENSG00000253293,HOX1H,HOXA10,3206
ENSG00000091157,KIAA0541,WDR7,23335
ENSG00000091157,TRAG,WDR7,23335
ENSG00000137076,ILWEQ,TLN1,7094
ENSG00000137076,TLN,TLN1,7094
ENSG00000259669,,AC084759.2,
ENSG00000165762,,OR4K2,390431
ENSG00000168394,ABCB2,TAP1,6890
ENSG00000168394,D6S114E,TAP1,6890
ENSG00000168394,PSF1,TAP1,6890
ENSG00000168394,RING4,TAP1,6890
ENSG00000258541,,OR4K4P,
ENSG00000236536,,AC003986.3,
ENSG00000259016,,AL391156.1,
ENSG00000234402,ELK2.2,ELK2BP,
ENSG00000234402,ELK2P2,ELK2BP,
ENSG00000078399,HOX1,HOXA9,3205
ENSG00000078399,HOX1G,HOXA9,3205
ENSG00000280181,,AC025262.1,
ENSG00000176281,,OR4K5,79317
ENSG00000257139,,LINC02821,
ENSG00000166268,bcm1377,MYRFL,196446
ENSG00000166268,C12orf15,MYRFL,196446
ENSG00000166268,C12orf28,MYRFL,196446
ENSG00000166268,FLJ25056,MYRFL,196446
ENSG00000157349,DBP5,DDX19B,11269
ENSG00000157349,DDX19,DDX19B,11269
ENSG00000134200,,TSHB,7252
ENSG00000277366,,CU457734.3,
ENSG00000278692,,GU182355.8,
ENSG00000197182,linc-Ppara,MIRLET7BHG,
ENSG00000278305,,AL161616.2,
ENSG00000165072,MGC21981,MAMDC2,256691
ENSG00000277319,,AL161616.1,
ENSG00000259619,,AC010867.1,
ENSG00000259550,,HNRNPA1P74,
ENSG00000187833,COG5373,C2orf78,388960
ENSG00000187833,FLJ43987,C2orf78,388960
ENSG00000187833,hCG1989538,C2orf78,388960
ENSG00000155249,,OR4K1,79544
ENSG00000115008,IL-1A,IL1A,3552
ENSG00000115008,IL1,IL1A,3552
ENSG00000115008,IL1-ALPHA,IL1A,3552
ENSG00000115008,IL1F1,IL1A,3552
ENSG00000254678,,AP005018.1,
ENSG00000185267,ARMETL1,CDNF,441549
ENSG00000167286,T3D,CD3D,915
ENSG00000243925,,RPS24P18,
ENSG00000240809,,AC026877.1,
ENSG00000275735,,GU182355.5,
ENSG00000213450,,VDAC1P7,
ENSG00000287567,,AC133040.1,
ENSG00000171067,DM4E3,C11orf24,53838
ENSG00000241990,,PRR34-AS1,
ENSG00000185008,KIAA1568,ROBO2,6092
ENSG00000154611,MGC26605,PSMA8,143471
ENSG00000154611,PSMA7L,PSMA8,143471
ENSG00000235159,,AL121672.2,
ENSG00000187522,HSP70-4,HSPA14,51182
ENSG00000187522,HSP70L1,HSPA14,51182
ENSG00000187522,HSP70-4,HSPA14,51182
ENSG00000187522,HSP70L1,HSPA14,51182
ENSG00000182257,C22orf26,PRR34,
ENSG00000182257,FLJ10945,PRR34,
ENSG00000185837,CECR4,HDHD5-AS1,
ENSG00000185837,CECR5-AS1,HDHD5-AS1,
ENSG00000185837,NCRNA00017,HDHD5-AS1,
ENSG00000228544,KIAA1984-AS1,CCDC183-AS1,
ENSG00000273289,,AL121672.3,
ENSG00000231010,,AL121672.1,
ENSG00000272896,,AL355987.3,
ENSG00000213213,bA216L13.7,CCDC183,84960
ENSG00000213213,KIAA1984,CCDC183,84960
ENSG00000213213,MGC15438,CCDC183,84960
ENSG00000130775,C1orf38,THEMIS2,9473
ENSG00000130775,ICB-1,THEMIS2,9473
ENSG00000257691,,AC133555.2,
ENSG00000069998,CECR5,HDHD5,27440
ENSG00000204706,,MAMDC2-AS1,
ENSG00000287250,,AC073046.4,
ENSG00000230593,,PPIAP40,
ENSG00000229368,,AC090587.2,
ENSG00000249074,,NDUFB2P1,
ENSG00000121207,LCA14,LRAT,9227
ENSG00000255141,,HNRNPA1P76,
ENSG00000167842,hMIS12,MIS12,79003
ENSG00000167842,KNTC2AP,MIS12,79003
ENSG00000167842,MGC2488,MIS12,79003
ENSG00000167842,MTW1,MIS12,79003
ENSG00000167323,D11S4896E,STIM1,6786
ENSG00000167323,GOK,STIM1,6786
ENSG00000168906,MATA2,MAT2A,4144
ENSG00000168906,MATII,MAT2A,4144
ENSG00000168906,SAMS2,MAT2A,4144
ENSG00000236801,,RPL24P8,
ENSG00000268364,MAMDC2-AS2,SMC5-AS1,
ENSG00000167272,,POP5,51367
ENSG00000258052,,AC025263.2,
ENSG00000280463,,AC171558.7,
ENSG00000277558,,AL109923.1,
ENSG00000281149,,AP000344.3,
ENSG00000149452,OAT3,SLC22A8,9376
ENSG00000181741,ADXP1,FDX1P1,
ENSG00000181741,FDXP1,FDX1P1,
ENSG00000281076,FLJ31568,ZDHHC8P1,
ENSG00000281076,ZDHHC8P,ZDHHC8P1,
ENSG00000072849,CGI-101,DERL2,51009
ENSG00000072849,derlin-2,DERL2,51009
ENSG00000072849,F-LAN-1,DERL2,51009
ENSG00000072849,F-LANa,DERL2,51009
ENSG00000072849,FLANa,DERL2,51009
ENSG00000234933,bK3216D2.3,CDC42P1,
ENSG00000131591,FLJ20584,C1orf159,54991
ENSG00000125971,DNCL2A,DYNLRB1,83658
ENSG00000125971,DNLC2A,DYNLRB1,83658
ENSG00000125971,ROBLD1,DYNLRB1,83658
ENSG00000137965,MTAP44,IFI44,10561
ENSG00000137965,p44,IFI44,10561
ENSG00000137965,TLDC5,IFI44,10561
ENSG00000115548,JHMD2A,KDM3A,55818
ENSG00000115548,JMJD1,KDM3A,55818
ENSG00000115548,JMJD1A,KDM3A,55818
ENSG00000115548,KIAA0742,KDM3A,55818
ENSG00000115548,TSGA,KDM3A,55818
ENSG00000225839,,TRMT2B-AS1,
ENSG00000188917,CXorf34,TRMT2B,79979
ENSG00000188917,FLJ12687,TRMT2B,79979
ENSG00000113569,KIAA0791,NUP155,9631
ENSG00000113569,N155,NUP155,9631
ENSG00000279812,,AC120057.4,
ENSG00000233951,,RCC2P3,
ENSG00000273066,,AL355987.4,
ENSG00000225559,,AC083867.2,
ENSG00000126545,CASA,CSN1S1,1446
ENSG00000126545,CSN1,CSN1S1,1446
ENSG00000213238,,AC008155.1,
ENSG00000213237,,PTMAP10,
ENSG00000214815,,IMPDH1P3,
ENSG00000132535,PSD-95,DLG4,1742
ENSG00000132535,PSD95,DLG4,1742
ENSG00000132535,SAP-90,DLG4,1742
ENSG00000132535,SAP90,DLG4,1742
ENSG00000183856,,IQGAP3,128239
ENSG00000254907,,AC087276.3,
ENSG00000196642,bA216L13.9,RABL6,55684
ENSG00000196642,C9orf86,RABL6,55684
ENSG00000196642,FLJ10101,RABL6,55684
ENSG00000196642,FLJ13045,RABL6,55684
ENSG00000196642,Parf,RABL6,55684
ENSG00000196642,pp8875,RABL6,55684
ENSG00000196642,RBEL1,RABL6,55684
ENSG00000188985,,DHFRP1,
ENSG00000170043,BET5,TRAPPC1,58485
ENSG00000170043,MUM2,TRAPPC1,58485
ENSG00000080298,,RFX3,5991
ENSG00000240990,HOXA-AS5,HOXA11-AS,
ENSG00000240990,HOXA11-AS1,HOXA11-AS,
ENSG00000240990,HOXA11AS,HOXA11-AS,
ENSG00000240990,HOXA11S,HOXA11-AS,
ENSG00000240990,NCRNA00076,HOXA11-AS,
ENSG00000198000,C9orf34,NOL8,55035
ENSG00000198000,FLJ20736,NOL8,55035
ENSG00000198000,Nop132,NOL8,55035
ENSG00000274010,,ZFP91P1,
ENSG00000236388,,ITCH-AS1,
ENSG00000253508,,AC004080.2,
ENSG00000177291,CX40.1,GJD4,219770
ENSG00000177291,FLJ90023,GJD4,219770
ENSG00000005073,HOX1,HOXA11,3207
ENSG00000005073,HOX1I,HOXA11,3207
ENSG00000164022,EMAP-2,AIMP1,9255
ENSG00000164022,EMAPII,AIMP1,9255
ENSG00000164022,p43,AIMP1,9255
ENSG00000164022,SCYE1,AIMP1,9255
ENSG00000140263,,SORD,6652
ENSG00000273312,,AL121749.1,
ENSG00000287528,,AL121749.2,
ENSG00000177283,,FZD8,8325
ENSG00000270435,,AC068733.2,
ENSG00000226646,,RPL7P37,
ENSG00000280719,LINC01452,PCAT5,
ENSG00000280719,TPCAT-10-36067,PCAT5,
ENSG00000284024,HSP70-4,HSPA14,51182
ENSG00000284024,HSP70L1,HSPA14,51182
ENSG00000170955,cavin-3,CAVIN3,112464
ENSG00000170955,HSRBC,CAVIN3,112464
ENSG00000170955,MGC20400,CAVIN3,112464
ENSG00000170955,PRKCDBP,CAVIN3,112464
ENSG00000170955,SRBC,CAVIN3,112464
ENSG00000172590,,MRPL52,122704
ENSG00000100592,KIAA0666,DAAM1,23002
ENSG00000262730,,AC104581.2,
ENSG00000170049,AKR6A9,KCNAB3,9196
ENSG00000170049,KCNA3B,KCNAB3,9196
ENSG00000282556,,AC068733.3,
ENSG00000243479,CCAT5,MNX1-AS1,
ENSG00000243479,LOC645249,MNX1-AS1,
ENSG00000258822,,OR4K16P,
ENSG00000227313,,LINC02630,
ENSG00000229067,,AL714022.1,
ENSG00000260970,,AC006288.1,
ENSG00000227475,,AL355300.1,
ENSG00000276086,CD158Z,KIR3DL3,115653
ENSG00000276086,KIR3DL7,KIR3DL3,115653
ENSG00000276086,KIR44,KIR3DL3,115653
ENSG00000276086,KIRC1,KIR3DL3,115653
ENSG00000236626,,MTND5P17,
ENSG00000236102,,AC006967.2,
ENSG00000203914,GRP94c,HSP90B3P,
ENSG00000203914,TRA1P2,HSP90B3P,
ENSG00000203914,TRAP2,HSP90B3P,
ENSG00000261432,n341773,LINC01613,
ENSG00000231397,,AC004941.2,
ENSG00000229365,,AC006967.1,
ENSG00000215311,,NPM1P12,
ENSG00000269446,,AC006967.3,
ENSG00000225960,,AL441989.1,
ENSG00000249505,,AC108673.1,
ENSG00000133105,GPR106,RXFP2,122042
ENSG00000133105,GREAT,RXFP2,122042
ENSG00000133105,INSL3R,RXFP2,122042
ENSG00000133105,LGR8,RXFP2,122042
ENSG00000133105,RXFPR2,RXFP2,122042
ENSG00000257506,,AC133555.1,
ENSG00000287937,,AC079753.2,
ENSG00000237889,BAT1,DDX39B,7919
ENSG00000237889,D6S81E,DDX39B,7919
ENSG00000237889,UAP56,DDX39B,7919
ENSG00000268575,,AL031282.2,
ENSG00000153495,bA474D23.1,TEX29,121793
ENSG00000153495,C13orf16,TEX29,121793
ENSG00000153495,MGC35169,TEX29,121793
ENSG00000227775,,AL031282.1,
ENSG00000146618,bHLHa31,FERD3L,222894
ENSG00000146618,N-TWIST,FERD3L,222894
ENSG00000146618,NATO3,FERD3L,222894
ENSG00000229533,,AC003986.1,
ENSG00000215790,KIAA0447,SLC35E2A,9906
ENSG00000215790,SLC35E2,SLC35E2A,9906
ENSG00000233234,,AL592464.2,
ENSG00000287396,,AL592464.3,
ENSG00000231630,,AL592464.1,
ENSG00000126950,FLJ14084,TMEM35A,59353
ENSG00000126950,TMEM35,TMEM35A,59353
ENSG00000232795,,SCAND3P1,
ENSG00000284745,,AL589702.1,
ENSG00000180660,CAGR1,MAB21L1,4081
ENSG00000223838,,AC007091.1,
ENSG00000169203,,NPIPB12,440353
ENSG00000277080,,AC010492.3,
ENSG00000273655,,AC012314.1,
ENSG00000134910,ITM1,STT3A,3703
ENSG00000134910,MGC9042,STT3A,3703
ENSG00000134910,STT3-A,STT3A,3703
ENSG00000134910,TMC,STT3A,3703
ENSG00000274148,CD85b,LILRA6,79168
ENSG00000274148,ILT8,LILRA6,79168
ENSG00000274148,LILRB6,LILRA6,79168
ENSG00000169717,Arp-T2,ACTRT2,140625
ENSG00000169717,ARPM2,ACTRT2,140625
ENSG00000169717,FLJ25424,ACTRT2,140625
ENSG00000287650,,AL390071.1,
ENSG00000234835,,PHBP13,
ENSG00000105849,RPA43,TWISTNB,221830
ENSG00000185808,DCRC,PIGP,51227
ENSG00000185808,DSCR5,PIGP,51227
ENSG00000185808,DSRC,PIGP,51227
ENSG00000237124,,MTND2P11,
ENSG00000095203,EHM2,EPB41L4B,54566
ENSG00000095203,LULU2,EPB41L4B,54566
ENSG00000091164,TRP32,TXNL1,9352
ENSG00000091164,Txl,TXNL1,9352
ENSG00000091164,TXNL,TXNL1,9352
ENSG00000169488,OR4K15Q,OR4K15,81127
ENSG00000155330,,C16orf87,388272
ENSG00000196383,OR4Q2P,OR4Q2,
ENSG00000184363,,PKP3,11187
ENSG00000237713,,AC011287.2,
ENSG00000229618,,AC011287.1,
ENSG00000169484,,OR4K14,122740
ENSG00000226222,,H2BP7,
ENSG00000236836,,PCYT1B-AS1,
ENSG00000259352,,AC091117.2,
ENSG00000259418,,AC091117.3,
ENSG00000230879,,RBMX2P4,
ENSG00000102230,CCT-beta,PCYT1B,9468
ENSG00000102230,CTB,PCYT1B,9468
ENSG00000242137,,RPL11P5,
ENSG00000176253,,OR4K13,390433
ENSG00000282254,,AC004980.6,
ENSG00000244563,,RPS26P19,
ENSG00000144231,RBP4,POLR2D,5433
ENSG00000273922,CD85m,LILRP2,
ENSG00000273922,ILT10,LILRP2,
ENSG00000286369,,AP002813.1,
ENSG00000276464,POM-ZP3,POMZP3,22932
ENSG00000276464,POM121,POMZP3,22932
ENSG00000228151,,AC004941.1,
ENSG00000261842,,AC073314.1,
ENSG00000258899,,OR4U1P,
ENSG00000184423,,RPL23AP38,
ENSG00000276994,,AC245128.13,
ENSG00000176246,OR4L2P,OR4L1,122742
ENSG00000273546,CD85l,LILRP1,
ENSG00000273546,ILT9,LILRP1,
ENSG00000273546,LILRA6P,LILRP1,
ENSG00000258641,,OR4T1P,
ENSG00000273735,CD158K,KIR3DL2,3812
ENSG00000273735,cl-5,KIR3DL2,3812
ENSG00000273735,nkat4,KIR3DL2,3812
ENSG00000273735,nkat4a,KIR3DL2,3812
ENSG00000273735,nkat4b,KIR3DL2,3812
ENSG00000163046,ANKRD30BP3,ANKRD30BL,554226
ENSG00000163046,NCRNA00164,ANKRD30BL,554226
ENSG00000237887,DKFZp547I014,RPL23AP32,
ENSG00000226334,,AL359182.1,
ENSG00000238018,,AC093110.1,
ENSG00000176230,,OR4K17,390436
ENSG00000165029,ABC1,ABCA1,19
ENSG00000165029,HDLDT1,ABCA1,19
ENSG00000165029,TGD,ABCA1,19
ENSG00000255232,,AC087441.3,
ENSG00000228661,,AC090587.1,
ENSG00000115306,,SPTBN1,6711
ENSG00000240385,,RPS29P20,
ENSG00000224555,,AC087441.2,
ENSG00000232458,,LINC01450,
ENSG00000184394,,OR4N5,390437
ENSG00000224017,,LINC01449,
ENSG00000256008,,AC125616.1,
ENSG00000131050,bA49G10.1,BPIFA2,140683
ENSG00000131050,C20orf70,BPIFA2,140683
ENSG00000131050,PSP,BPIFA2,140683
ENSG00000131050,SPLUNC2,BPIFA2,140683
ENSG00000047621,,C12orf4,57102
ENSG00000157782,,CABP1,9478
ENSG00000173452,MGC42090,TMEM196,256130
ENSG00000276534,,AL133414.4,
ENSG00000159720,ATP6D,ATP6V0D1,9114
ENSG00000159720,ATP6DV,ATP6V0D1,9114
ENSG00000159720,P39,ATP6V0D1,9114
ENSG00000159720,VATX,ATP6V0D1,9114
ENSG00000159720,Vma6,ATP6V0D1,9114
ENSG00000159720,VPATPD,ATP6V0D1,9114
ENSG00000113100,,CDH9,1007
ENSG00000215297,,AL354941.1,
ENSG00000267146,,AC012301.2,
ENSG00000234022,,AC008278.2,
ENSG00000267225,WDR7-UA1,WDR7-OT1,
ENSG00000267225,WDR7-UT1,WDR7-OT1,
ENSG00000251127,,AC091173.1,
ENSG00000221890,,NPTXR,23467
ENSG00000272679,,AL355987.2,
ENSG00000266227,NG2-6,NPM1P2,
ENSG00000266227,NPMP2,NPM1P2,
ENSG00000244187,MGC14141,TMEM141,85014
ENSG00000224316,,GTF2IP5,
ENSG00000236529,,AC093582.1,
ENSG00000133475,GGT,GGT2,728441
ENSG00000215881,,LINC02337,
ENSG00000204398,,AL359649.1,
ENSG00000182010,bA531F24.1,RTKN2,219790
ENSG00000182010,Em:AC024597.2,RTKN2,219790
ENSG00000182010,FLJ39352,RTKN2,219790
ENSG00000182010,PLEKHK1,RTKN2,219790
ENSG00000228207,,AC007967.2,
ENSG00000177133,FLJ42875,PRDM16-DT,
ENSG00000177133,LINC00982,PRDM16-DT,
ENSG00000177133,lnc-dPrdm16,PRDM16-DT,
ENSG00000134198,FLJ12082,TSPAN2,10100
ENSG00000134198,TSN2,TSPAN2,10100
ENSG00000134198,TSPAN-2,TSPAN2,10100
ENSG00000259280,,AC018563.2,
ENSG00000211890,,IGHA2,
ENSG00000173175,AC5,ADCY5,111
ENSG00000213212,,NCLP1,
ENSG00000237662,,SOCS2P1,
ENSG00000172667,FLJ12296,ZMAT3,64393
ENSG00000172667,MGC10613,ZMAT3,64393
ENSG00000172667,PAG608,ZMAT3,64393
ENSG00000172667,WIG-1,ZMAT3,64393
ENSG00000172667,WIG1,ZMAT3,64393
ENSG00000089063,C20orf30,TMEM230,29058
ENSG00000089063,HSPC274,TMEM230,29058
ENSG00000224116,,INHBA-AS1,
ENSG00000279202,,AC130448.1,
ENSG00000279276,,AC130454.1,
ENSG00000103064,KIAA0245,SLC7A6,9057
ENSG00000103064,LAT-2,SLC7A6,9057
ENSG00000103064,LAT3,SLC7A6,9057
ENSG00000103064,y+LAT-2,SLC7A6,9057
ENSG00000166501,PKC?,PRKCB,5579
ENSG00000166501,PKCB,PRKCB,5579
ENSG00000166501,PRKCB1,PRKCB,5579
ENSG00000166501,PRKCB2,PRKCB,5579
ENSG00000254906,,AC090707.1,
ENSG00000229500,dJ1178H5.1,RPL17P1,
ENSG00000122641,,INHBA,3624
ENSG00000241054,,AL035454.1,
ENSG00000225477,,AC099730.1,
ENSG00000255167,,AC090857.2,
ENSG00000254816,,AC090857.1,
ENSG00000089101,C20orf26,CFAP61,26074
ENSG00000089101,CaM-IP3,CFAP61,26074
ENSG00000089101,dJ1002M8.3,CFAP61,26074
ENSG00000089101,DKFZP434K156,CFAP61,26074
ENSG00000276518,CD158C,KIR3DP1,
ENSG00000276518,KIR2DS6,KIR3DP1,
ENSG00000276518,KIR3DS2P,KIR3DP1,
ENSG00000276518,KIR48,KIR3DP1,
ENSG00000276518,KIRX,KIR3DP1,
ENSG00000165973,FLJ45906,NELL1,4745
ENSG00000165973,IDH3GL,NELL1,4745
ENSG00000274676,,AL133414.3,
ENSG00000196781,ESG,TLE1,7088
ENSG00000196781,ESG1,TLE1,7088
ENSG00000196781,GRG1,TLE1,7088
ENSG00000249828,,AC118282.3,
ENSG00000249079,,AC118282.2,
ENSG00000280043,,AC118282.4,
ENSG00000250016,,SNX18P23,
ENSG00000236132,,AL022331.1,
ENSG00000227813,,Z82190.1,
ENSG00000196715,,VKORC1L1,154807
ENSG00000272293,,AC083964.1,
