Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
SPBC4B4.08,ght2,,2539977
SPAC1093.04c,,,2542977
SPBC4B4.11,,,2540876
SPAC1093.06c,dhc1,,3361400
SPCC1450.02,bdf1,,2538955
SPAC30C2.02,mmd1,,2541465
SPNCRNA.1007,SPAC30C2.03-antisense-1,,
SPBC2G2.02,syj1,,2540270
SPAC30C2.08,,,2543060
SPBC2G2.05,rpl1603,,2540373
SPCC1450.05c,rox3,,2539249
SPNCRNA.1225,rox3-antisense-1,,
SPBC2G2.07c,mug178,,2540467
SPAC144.05,,,2542902
SPCC1450.07c,dao1,,2539033
SPAC144.15c,cog1,,2542853
SPCC1450.10c,,,2538783
SPCC1450.12,,,2538982
SPAC144.17c,,,2542894
SPBC2G2.13c,dcd1,,2540338
SPAC1834.01,sup45,,2542148
SPCC1442.02,,,2538698
SPBC2G2.15c,mrm2,,2540444
SPAC1834.02,aro1,,2542115
SPCC1442.06,pre8,,2539026
SPBC2G2.17c,,,2540451
SPCC1442.08c,cox12,,2538835
SPBC1718.01,pop1,,2540511
SPCC1442.11c,,,2539068
SPAC1834.05,alg9,,2542331
SPNCRNA.1229,SPCC1442.13c-antisense-1,,
SPNCRNA.1230,ist1-antisense-1,,
SPBC1105.09,ubc15,,2539995
SPAC1834.08,mak1,,2542119
SPCC1442.17c,ist1,,2539003
SPATRNATHR.05,,,
SPNCRNA.1019,SPAC458.02c-antisense-1,,
SPBC1105.12,hhf3,,2539991
SPBC1105.15c,htd2,,2539744
SPAC458.03,tel2,,2543639
SPCC285.09c,cgs2,,2539207
SPCC285.12,lsm7,,2538964
SPAC458.06,atg1803,,2543338
SPBC1105.17,cnp1,,2539658
SPAC458.07,tfa1,,2543627
SPBC1105.18c,pth3,,2539814
SPNCRNA.1021,,,
SPCC1223.01,,,2539079
SPNCRNA.1235,gut2-antisense-1,,
SPCC74.09,mug24,,2539486
SPAC1782.01,ecm29,,3361455
SPCC74.02c,ppn1,,2539414
SPAC1782.08c,rex3,,2542165
SPCC74.06,mak3,,2539117
SPBC887.04c,lub1,,2541208
SPCC18.06c,caf1,,2539041
SPBC887.14c,pfh1,,2541213
SPNCRNA.1618,rft1-antisense-1,,
SPBC418.01c,his4,,2541224
SPNCRNA.424,,,
SPAC1782.09c,clp1,,2542358
SPBC418.02,,,2540808
SPCC18.10,,,2538966
SPNCRNA.425,,,
SPAC11H11.04,mam2,,2541606
SPCC18.16c,fmn1,,2539192
SPBC16D10.06,zrt1,,2539655
SPCC290.02,rpc34,,2538992
SPNCRNA.1623,tad2-antisense-1,,
SPBC317.01,mbx2,,2540350
SPAC11H11.05c,fta6,,2542646
SPCC4F11.03c,,,2539354
SPCC4F11.04c,imt2,,2538722
SPNCRNA.587,meu20,,
SPBP8B7.02,rng9,,2541283
SPAC22F8.05,,,2541903
SPCC1906.02c,cue3,,2538764
SPNCRNA.1628,ppm1-antisense-1,,
SPAC22F8.06,pam1,,2542062
SPCC1739.01,,,2539315
SPBP8B7.11,nxt3,,2541364
SPBP8B7.14c,dpb2,,2541347
SPAC22F8.07c,rtf1,,2541545
SPBP8B7.15c,mpe1,,2541385
SPBP8B7.17c,,,2540207
SPAC22F8.09,rrp16,,2541680
SPBP8B7.25,cyp4,,2541395
SPAC20G4.01,caf16,,2541846
SPBP8B7.28c,stc1,,2541372
SPAC20G4.02c,fus1,,2541741
SPBP8B7.31,,,2541375
SPAC20G4.03c,hri1,,2541728
SPBC13G1.04c,abh1,,2539935
SPAC20G4.06c,adf1,,2541738
SPCC1739.03,hrr1,,2539248
SPCC1739.11c,cdc11,,2539149
SPCTRNASER.13,,,
SPCC576.03c,tpx1,,2539572
SPNCRNA.1260,,,
SPCC576.04,bxi1,,2539556
SPCC576.09,rps20,,2539449
SPCC576.11,rpl15,,2539470
SPCC126.01c,,,2538691
SPCC126.03,pus1,,2539082
SPBC13G1.08c,ash2,,2539667
SPAC4F10.04,ypa1,,2543619
SPBC13G1.15c,,,2539742
SPNCRNA.1028,SPAC4F10.05c-antisense-1,,
SPBC13G1.11,ykt6,,2539873
SPAC4F10.08,mug126,,2543519
SPNCRNA.543,,,
SPAC4F10.10c,mnn9,,2543252
SPBC13G1.13,tfb2,,2539790
SPAC4F10.12,fta1,,2543650
SPBC31F10.05,mug37,,2540391
SPAC4F10.15c,wsp1,,2543589
SPBC31F10.06c,sar1,,2540439
SPNCRNA.254,,,
SPBC31F10.07,lsb5,,2540327
SPAC4F10.18,nup37,,2543592
SPCC126.04c,sgf73,,2538769
SPBC31F10.08,mde2,,2540312
SPNCRNA.1265,,,
SPAC4F10.19c,hit1,,2543613
SPNCRNA.1639,hip3-antisense-1,,
SPCC126.06,twf1,,2539064
SPAC19B12.01,,,2543591
SPCC126.12,,,2539063
SPAC19B12.02c,gas1,,2542584
SPCC126.15c,sec65,,2539061
SPAC19B12.04,rps3001,,2542603
SPNCRNA.1266,SPCC1620.05-antisense-1,,
SPAC19B12.07c,,,2542411
SPCC1620.08,,,2539168
SPBC21C3.02c,dep1,,2540595
SPAPB8E5.03,mae1,,2543334
SPNCRNA.1268,,,
SPAPB8E5.05,mfm1,,2543246
SPCC1620.14c,snf22,,2538881
SPBC21C3.05,sap62,,2540622
SPNCRNA.1269,,,
SPNCRNA.1642,SPBC21C3.07c-antisense-1,,
SPNCRNA.123,,,
SPAPB8E5.08,,,2543231
SPCC830.02,wtf24,,
SPBC21C3.10c,,,2540625
SPBTRNALYS.09,,,
SPCC1919.02,,,2539243
SPAPB8E5.09,rvb1,,2543227
SPNCRNA.1272,SPCC1919.04-antisense-1,,
SPBC21C3.11,ubx4,,2540575
SPNCRNA.1273,SPCC1919.05-antisense-1,,
SPCC1919.06c,wtf25,,3361149
SPBC21C3.13,rps1901,,2540447
SPAPB8E5.10,,,2543224
SPCC1919.07,,,2539318
SPNCRNA.1644,spo4-antisense-1,,
SPNCRNA.1037,SPAC1B3.04c-antisense-2,,
SPBC21C3.19,,,2540610
SPCC1919.13c,,,2539319
SPBC23E6.01c,cxr1,,2540551
SPCC790.02,pep3,,2539053
SPCC790.03,rbd2,,2539469
SPCC1840.01c,mog1,,2539036
SPBC23E6.02,rrp2,,2540464
SPCC1840.02c,bgs4,,2538822
SPBC23E6.04c,utp10,,2540284
SPCC1840.07c,,,2538780
SPBC23E6.07c,rfc1,,2540426
SPBC23E6.09,ssn6,,2540656
SPCC1840.09,coq11,,2538806
SPAC1B3.05,not3,,2542126
SPCC1840.11,csl4,,2539351
SPNCRNA.1282,,,
SPAC1B3.11c,ypt4,,2542113
SPCC965.08c,alr1,,2538742
SPNCRNA.1288,arz1-antisense-1,,
SPBC211.04c,mcm6,,2540784
SPAC1B3.14,vma3,,2542471
SPCC1494.06c,dbp9,,2538776
SPNCRNA.256,,,
SPBC1604.25,pet117,,9406967
SPNCRNA.1646,pet117-antisense-1,,
SPCC1494.10,adn3,,2538721
SPCC70.03c,,,2539452
SPCC70.04c,,,2539057
SPCC70.05c,nnk1,,2538820
SPCC70.06,,,2539567
SPCC1827.01c,utp25,,2538900
SPBC1604.20c,tea2,,2539857
SPCC1827.03c,,,2539253
SPBC1604.15,gpi16,,2539759
SPAC1952.02,tma23,,2542568
SPBC1604.04,,,2540155
SPCC1827.04,vms1,,2539188
SPNCRNA.1294,SPCC1827.07c-antisense-1,,
SPBC1604.03c,,,2539628
SPCP1E11.04c,pal1,,2539537
SPNCRNA.1649,,,
SPNCRNA.431,,,
SPCP1E11.06,apl4,,2539311
SPBC26H8.14c,cox17,,2540423
SPNCRNA.515,,,
SPCP1E11.07c,cwf18,,2538901
SPCP1E11.09c,rpp103,,2539598
SPAC1952.07,rad1,,2542558
SPBC26H8.07c,nda3,,2540582
SPCP1E11.10,,,2538792
SPCC569.06,,,2538696
SPAC1952.10c,,,2542153
SPBC26H8.12,cyc3,,2540445
SPNCRNA.1297,,,
SPNCRNA.1041,ure2-antisense-1,,
SPNCRNA.111,,,
SPCC569.03,,,2538960
SPRRNA.52,,,
SPAC1952.15c,rec24,,2542618
SPAC890.05,,,2543532
SPAC22E12.02,,,2541753
SPRRNA.47,,,
SPRRNA.48,,,
SPNCRNA.1094,,,
SPAC22E12.16c,pik1,,2541887
SPNCRNA.449,,,
SPBC3B9.02c,cwf28,,2540302
SPNCRNA.91,,,
SPNCRNA.1653,cwf28-antisense-1,,
SPCP20C8.03,,,
SPNCRNA.451,,,
SPAC1006.01,psp3,,2543256
SPCC757.15,cox14,,9407154
SPBC3B9.06c,atg3,,2541025
SPAC1006.02,asa1,,2543255
SPBC3B9.08c,mnh1,,2540522
SPBC3B9.10,vti1,,2540970
SPAC1006.06,rgf2,,2542953
SPBC3B9.12,trs23,,2540976
SPAC29A4.15,srs1,,2542163
SPBC3B9.14c,mrpl3,,2541040
SPBC3B9.17,isa2,,2540984
SPNCRNA.435,,,
SPNCRNA.1657,,,
SPAC29A4.11,rga3,,2542306
SPBC215.08c,arg4,,2540729
SPAC29A4.05,cam2,,2542611
SPAC29A4.03c,,,2542620
SPSNORNA.16,snoR56,,
SPCC757.10,vph2,,2539291
SPCC757.12,,,2538825
SPBC215.12,cwf10,,2540711
SPNCRNA.454,,,
SPCC757.13,,,2539039
SPNCRNA.1661,cwf10-antisense-1,,
SPCC613.02,,,2539363
SPNCRNA.22,prl22,,
SPCC613.10,qcr2,,2538983
SPCC330.19c,,,5802701
SPNCRNA.1106,SPCC330.19c-antisense-1,,
SPBC215.14c,vps20,,2540725
SPCC330.20,tam14,,14217260
SPCC330.21,new25,,14217401
SPBC1347.01c,rev1,,2539723
SPCC330.09,enp2,,2538997
SPCC330.10,pcm1,,2539280
SPCC330.14c,rpl2402,,2538849
SPCC320.08,,,2539011
SPCC320.06,,,2538995
SPNCRNA.1114,,,
SPNCRNA.458,,,
SPCC1235.07,fta7,,2539115
SPCC1235.13,ght6,,2538845
SPCC1235.18,,,14217181
SPAC26F1.10c,pyp1,,2542677
SPCC548.03c,wtf4,,2539558
SPNCRNA.1055,,,
SPNCRNA.1056,mug106-antisense-1,,
SPCC548.05c,dbl5,,2539314
SPNCRNA.1057,,,
SPCC548.06c,ght8,,2539300
SPCC1529.01,,,2539221
SPAC19D5.09c,Tf2-8,,2542903
SPBC1347.02,fkbp39,,2539812
SPCC794.01c,zwf2,,2539576
SPAC14C4.02c,smc5,,2541587
SPCC794.16,,,14217253
SPBC1347.03,meu14,,2539892
SPNCRNA.1122,,,
SPNCRNA.1664,tim54-antisense-1,,
SPCC794.09c,tef101,,2539035
SPBC1347.10,cdc23,,2539838
SPNCRNA.1665,cdc23-antisense-1,,
SPCC794.11c,ent3,,2539421
SPBC56F2.12,ilv5,,3361354
SPCC553.10,,,2539384
SPNCRNA.1124,,,
SPNCRNA.1666,,,
SPBC56F2.09c,arg5,,2541060
SPCC553.08c,ria1,,2539293
SPNCRNA.462,,,
SPCC736.06,dar2,,2538918
SPAC14C4.16,dad3,,3361558
SPCTRNAPHE.04,,,
SPNCRNA.1062,,,
SPCC736.13,,,2539566
SPNCRNA.1132,dis1-antisense-1,,
SPAC14C4.03,mek1,,2541604
SPCC736.15,pil1,,2539093
SPATRNAASP.02,,,
SPCC594.02c,,,2538998
SPNCRNA.1137,ubp16-antisense-1,,
SPAC14C4.04,,,2542101
SPAC14C4.07,,,2541546
SPCC306.02c,yip3,,2539170
SPAC14C4.10c,,,2541421
SPCC306.07c,,,2538926
SPCC4G3.19,alp16,,2539309
SPNCRNA.1138,,,
SPAC14C4.12c,laf1,,2541650
SPBC56F2.08c,puf1,,2540913
SPCC4G3.17,hdd1,,2539410
SPNCRNA.261,,,
SPNCRNA.1667,SPBC56F2.07c-antisense-1,,
SPCC4G3.16,rib2,,2539515
SPNCRNA.1668,mug147-antisense-1,,
SPBC56F2.06,mug147,,2540663
SPCC4G3.15c,not2,,2538778
SPNCRNA.1669,,,
SPBC56F2.05c,,,2540955
SPCC4G3.04c,coq5,,2539510
SPCC4G3.03,,,2539458
SPBC56F2.03,,,2540863
SPCC364.04c,coy1,,2539476
SPAC14C4.13,rad17,,2541643
SPCC10H11.01,prp11,,2538936
SPNCRNA.1672,,,
SPRRNA.24,,,
SPAPJ760.03c,adg1,,2543050
SPCC10H11.02,cwf23,,2539268
SPBC1861.04c,prp24,,2539617
SPCP31B10.04,,,2539450
SPCP31B10.06,mug190,,2539477
SPCC962.03c,cut15,,2539426
SPCC1672.03c,gud1,,2539231
SPBC1861.05,,,2539763
SPCC1672.11c,,,2538749
SPBC14F5.01,,,2539849
SPCC1183.09c,pmp31,,2538844
SPNCRNA.1147,,,
SPCC5E4.03c,taf5,,2539353
SPCC5E4.05c,mgl1,,2538799
SPBC3F6.01c,,,2541004
SPCC5E4.07,rpl2802,,2539548
SPBC3F6.02c,,,2540634
SPNCRNA.438,,,
SPCC16C4.01,sif2,,2539175
SPCC16C4.08c,skb15,,2538757
SPAC11E3.01c,swr1,,3361561
SPBC342.03,gas4,,2540920
SPNCRNA.471,,,
SPCC16C4.15,rml2,,2539321
SPAC11E3.02c,,,2542968
SPCPJ732.02c,xks1,,2539441
SPCC18B5.01c,bfr1,,2539195
SPNCRNA.1153,SPCC18B5.02c-antisense-1,,
SPAC11E3.04c,ubc13,,2542925
SPBC342.06c,rtt109,,2540945
SPAC11E3.10,,,2541504
SPAC11E3.11c,syt22,,2541783
SPBC16G5.03,,,2539998
SPCC18B5.03,wee1,,2539123
SPBC16G5.04,mrpl23,,2540088
SPNCRNA.1681,,,
SPAC11E3.13c,gas5,,2542989
SPNCRNA.1068,,,
SPBC16G5.10,rrp42,,2540116
SPCC18B5.07c,nup61,,2539348
SPNCRNA.1069,,,
SPCC18B5.09c,,,2539177
SPCC14G10.01,cab5,,2538759
SPCC14G10.02,urb1,,2539162
SPAC11E3.15,rpl22,,2543021
SPNCRNA.1156,,,
SPNCRNA.1157,,,
SPBC16G5.14c,rps3,,2539797
SPAP8A3.02c,ofd2,,2541495
SPCC1020.07,,,2538948
SPNCRNA.1073,,,
SPBC16G5.16,,,2539631
SPCC1020.04c,rpb6,,2539083
SPBC16G5.18,erg24,,2540113
SPAP8A3.13c,,,2543156
SPCC1020.03,mmt1,,2539150
SPBC16A3.19,eaf7,,2539989
SPAC4D7.04c,rer2,,2543620
SPCC1020.02,spc7,,2539155
SPAC4D7.05,sum1,,2543537
SPBC16A3.18,cip1,,2539823
SPCC1393.08,,,2538884
SPCTRNAILE.09,,,
SPBC16A3.14,,,2539915
SPCC63.05,tap42,,2539161
SPNCRNA.1685,meu7-antisense-1,,
SPAC4D7.07c,csi2,,2543524
SPCTRNASER.08,,,
SPAC4D7.09,tif223,,2543622
SPBC16A3.13,meu7,,2539749
SPNCRNA.1078,spt20-antisense-1,,
SPCC63.08c,atg1,,2539461
SPAC4D7.14,new13,,14218053
SPCC63.10c,sec59,,2538793
SPCC63.11,prp28,,2538728
SPAC3G6.02,rpn15,,2543058
SPCC16A11.11,mrpl31,,2538813
SPNCRNA.127,,,
SPNCRNA.265,,,
SPCC24B10.05,tim9,,2539125
SPAC3G6.07,,,2543067
SPCC24B10.11c,tho7,,2539006
SPAC3G6.08,erv1,,2543175
SPSNORNA.46,snR94,,
SPCC24B10.18,,,2539098
SPCTRNAASN.05,,,
SPAC3G6.09c,tps2,,2543109
SPNCRNA.266,,,
SPCPB16A4.04c,trm8,,2539574
SPNCRNA.267,,,
SPNCRNA.33,prl33,,
SPCC1795.07,,,2538943
SPCC1795.05c,,,2538942
SPAC29B12.02c,set2,,2542070
SPNCRNA.128,rrk1,,
SPSNORNA.37,snR10,,
SPNCRNA.1080,,,
SPBC16A3.11,eso1,,2539666
SPBC16A3.06,tad1,,2540035
SPCC895.05,for3,,2539487
SPBC16A3.01,spn3,,2540029
SPBC543.02c,,,2541066
SPBC543.03c,pku80,,2541045
SPAC29B12.06c,rcd1,,2542094
SPBC16C6.14,spo2,,9407224
SPAC29B12.07,sec16,,2542678
SPNCRNA.270,,,
SPBC244.01c,sid4,,2540650
SPAC29B12.08,clr5,,2542669
SPBC1539.07c,fmd1,,2540073
SPCC895.06,elp2,,2538986
SPNCRNA.28,prl28,,
SPNCRNA.272,,,
SPCC825.03c,psy1,,2539377
SPBC1289.01c,chr4,,2539716
SPNCRNA.273,,,
SPNCRNA.443,,,
SPCC825.05c,pwi1,,2539459
SPAC1039.03,,,2543023
SPCC1259.02c,erm1,,2539040
SPCC1259.07,rxt3,,2539374
SPAC1039.05c,klf1,,2541685
SPNCRNA.1171,ubc11-antisense-1,,
SPNCRNA.274,,,
SPNCRNA.275,,,
SPCC1259.14c,meu27,,2538871
SPCTRNAVAL.12,,,
SPCTRNALEU.11,,,
SPAC1039.10,mmf2,,2543017
SPCTRNAASP.06,,,
SPBC1289.13c,gmh6,,2540001
SPNCRNA.483,,,
SPNCRNA.1691,,,
SPAC1039.11c,gto1,,5802985
SPCTRNATHR.09,,,
SPCTRNAVAL.10,,,
SPNCRNA.1694,,,
SPNCRNA.30,,,
SPCTRNAPHE.05,,,
SPNCRNA.1088,,,
SPCC4B3.18,ppc1,,2539367
SPNCRNA.1089,,,
SPBC8E4.01c,pho84,,2541258
SPNCRNA.446,,,
SPAC922.09,,,14218077
SPNCRNA.1696,,,
SPCC4B3.16,tip41,,2538898
SPAC922.06,,,2543550
SPCC4B3.11c,fra3,,2539553
SPBPB2B2.07c,,,2541406
SPCC4B3.10c,ipk1,,2538790
SPCC4B3.09c,mrpl12,,2539530
SPBPB2B2.11,,,2541398
SPBPB2B2.12c,gal10,,2541411
SPCP25A2.02c,rhp26,,2539473
SPAC869.11,cat1,,2543573
SPNCRNA.1093,SPAC869.09-antisense-1,,
SPAC869.01,,,2543104
SPCC550.02c,cwf5,,2538974
SPNCRNA.284,,,
SPCC550.05,nse1,,2539550
SPBPB2B2.18,,,2541404
SPAC186.02c,,,2542495
SPBCPT2R1.04c,,,5802838
SPCC550.07,,,2539478
SPAC750.02c,,,2541534
SPCC550.08,,,2539440
SPBCPT2R1.08c,tlh2,,5802845
SPAC750.05c,,,2541564
SPCC550.10,atd3,,2539264
SPAC750.07c,,,2542711
SPAC750.07c,,,9407254
SPAC212.09c,,,
SPCC550.12,arp6,,2539564
SPNCRNA.70,,,
SPBC1348.07,,,2543136
SPNCRNA.1180,rec11-antisense-1,,
SPAC212.12,,,2542711
SPAC212.12,,,9407254
SPNCRNA.11,prl11,,
SPCC4E9.02,cig1,,2539433
SPBC1348.11,,,
SPCC645.08c,snd1,,2539488
SPBC1348.14c,ght7,,2541736
SPCTRNASER.10,,,
SPAC212.04c,,,2541911
SPNCRNA.1301,grt1-antisense-1,,
SPCC23B6.01c,,,2539266
SPNCRNA.1183,SPCC23B6.02c-antisense-1,,
SPAC977.01,,,2543353
SPBPB8B6.06c,,,3361186
SPCC1322.03,trp1322,,2539071
SPAC977.18,,,14218019
SPNCRNA.1302,eno102-antisense-1,,
SPBPB21E7.05,,,3361179
SPAC977.09c,,,2541836
SPAC977.09c,,,5802732
SPCC1322.08,srk1,,2539027
SPNCRNA.602,,,
SPBPB21E7.07,aes1,,3361177
SPCC1322.11,rpl2302,,2539286
SPNCRNA.19,prl19,,
SPNCRNA.291,,,
SPCC1322.13,ade6,,2538734
SPNCRNA.1309,alr2-antisense-1,,
SPCC1322.14c,vtc4,,2538788
SPNCRNA.1312,abc3-antisense-1,,
SPAC977.13c,,,
SPCC1322.15,rpl3402,,2538815
SPNCRNA.137,,,
SPCC132.01c,mtr1,,2538747
SPBC359.06,mug14,,2540926
SPCC132.05c,,,
SPBC1683.01,,,2540085
SPAC1F8.03c,str3,,2541891
SPNCRNA.139,,,
SPBC1683.06c,,,2540168
SPNCRNA.605,SPAC1F8.04c-antisense-1,,
SPNCRNA.1319,,,
SPAC1F8.04c,,,2541820
SPCC338.16,pof3,,2539527
SPNCRNA.1188,pbi2-antisense-1,,
SPNCRNA.607,fta5-antisense-1,,
SPCC338.11c,rrg1,,2539044
SPBC1683.09c,frp1,,2539711
SPNCRNA.1189,ctp1-antisense-1,,
SPAC11D3.02c,,,2542974
SPNCRNA.100,,,
SPCC338.06c,,,2538739
SPCC338.03c,,,5802715
SPBC1683.12,,,2539910
SPCC1281.03c,emc4,,2539075
SPNCRNA.1321,zas1-antisense-1,,
SPAC11D3.07c,toe4,,2541653
SPCC622.04,,,2538750
SPAC11D3.06,,,2542994
SPCC622.06c,,,2539282
SPBC1198.13c,tfg2,,2539924
SPAC11D3.14c,,,2542986
SPNCRNA.609,SPAC11D3.14c-antisense-1,,
SPBC1198.12,mfr1,,2540043
SPNCRNA.1327,,,
SPAC11D3.16c,,,2542990
SPCC622.08c,hta1,,2539499
SPAC11D3.17,,,2543006
SPCC622.10c,sec5,,2539341
SPNCRNA.611,SPAC11D3.18c-antisense-1,,
SPCC622.17,apn1,,
SPCC61.01c,str2,,2539559
SPAC5H10.01,,,2541830
SPCC622.19,jmj4,,2539424
SPBC660.11,tcg1,,2541062
SPAC5H10.04,,,2541543
SPCC61.02,spt3,,2539570
SPAC5H10.10,,,2541553
SPCC61.05,,,2539029
SPBC660.12c,egt2,,2541092
SPNCRNA.1197,,,
SPNCRNA.1330,,,
SPNCRNA.141,,,
SPCC11E10.01,,,2539019
SPNCRNA.102,,,
SPNCRNA.1198,mug1-antisense-1,,
SPAC13G6.04,tim8,,2542819
SPBC31E1.01c,atg2,,3361214
SPAC13G6.06c,gcv2,,2542828
SPBTRNAGLN.02,,,
SPCC11E10.06c,elp4,,2538987
SPBC800.04c,rpl4301,,2540682
SPAC13G6.08,,,2542840
SPCC188.04c,spc25,,2539200
SPBC800.10c,,,2540824
SPAC13G6.15c,,,2542877
SPNCRNA.1333,,,
SPNCRNA.621,,,
SPNCRNA.622,sty1-antisense-1,,
SPBC800.11,,,2540496
SPCC188.07,ccq1,,2539352
SPBTRNAGLY.04,,,
SPBTRNAALA.07,,,
SPCC188.08c,ubp5,,2539385
SPAC24B11.08c,,,2541538
SPNCRNA.623,,,
SPBC1773.03c,,,2539964
SPCC584.11c,,,2538896
SPBC1773.04,,,2539735
SPCC584.12,mug42,,2539417
SPAC24B11.09,mpc2,,2541475
SPCC584.14,mug160,,2539370
SPBC1773.07c,sbp1,,2540142
SPNCRNA.624,SPAC24B11.14-antisense-1,,
SPNCRNA.626,,,
SPBC1773.11c,mug89,,2539922
SPNCRNA.627,,,
SPCC584.01c,,,2538821
SPNCRNA.1338,SPBC1773.12-antisense-1,,
SPAC806.04c,,,2543077
SPBC1773.13,,,2540092
SPAC1639.01c,,,2543177
SPBC1773.14,arg7,,2539980
SPAC1F5.11c,tra2,,2541659
SPBC1773.16c,,,2539785
SPAC1F5.10,,,2541602
SPNCRNA.634,shk2-antisense-1,,
SPBP26C9.02c,car1,,2541313
SPBP26C9.03c,fet4,,2541302
SPNCRNA.1342,,,
SPAC1F5.08c,yam8,,2541627
SPCC162.11c,,,2538946
SPBC1271.12,kes1,,2540206
SPCC162.09c,hmg1,,2538999
SPCC162.02c,,,2538929
SPBC1271.09,tgp1,,2539731
SPNCRNA.1208,SPCC162.01c-antisense-1,,
SPBC1271.07c,,,2539810
SPCC13B11.01,adh1,,2538902
SPAC1F5.04c,cdc12,,2541603
SPNCRNA.1345,SPBC1271.07c-antisense-1,,
SPCC13B11.02c,,,2538716
SPAC18B11.06,lcp5,,2542587
SPBC1271.06c,mug96,,2541409
SPCC777.04,,,2539583
SPNCRNA.304,,,
SPAC18B11.04,ncs1,,2542523
SPCC777.09c,arg1,,2538726
SPNCRNA.636,,,
SPBC1271.03c,,,2541320
SPBC1271.02,stt3,,2540190
SPNCRNA.1349,stt3-antisense-1,,
SPAC12G12.14c,pfs2,,2543089
SPNCRNA.638,cid14-antisense-1,,
SPBC1271.01c,pof13,,2540187
SPAC12G12.11c,,,2543045
SPBC106.02c,srx1,,2540069
SPAC12G12.09,eti1,,2542958
SPNCRNA.305,,,
SPAC12G12.17,,,9407221
SPCC777.14,prp4,,2539312
SPNCRNA.1212,,,
SPCC663.02,wtf14,,2539400
SPAC12G12.07c,,,2542964
SPBC106.04,ada1,,2540105
SPCC663.18,,,14217377
SPBC106.05c,tim11,,2540063
SPCC663.06c,osr1,,2539138
SPAC12G12.05c,taf9,,2543133
SPNCRNA.640,efg1-antisense-1,,
SPCC663.09c,,,2539052
SPCC417.05c,cfh2,,2539493
SPNCRNA.1217,,,
SPAC630.06c,,,2543368
SPBC106.10,pka1,,2539781
SPNCRNA.1353,SPBC106.12c-antisense-1,,
SPAC630.15,mug177,,2543435
SPNCRNA.1355,,,
SPBC106.18,rpl2501,,2539701
SPCC417.07c,mto1,,2539467
SPCTRNAMET.07,,,
SPNCRNA.1218,,,
SPCC191.06,,,2538865
SPNCRNA.1220,,,
SPBC106.20,exo70,,2540127
SPNCRNA.1221,,,
SPCC191.08,lto1,,2539204
SPNCRNA.1222,gst1-antisense-1,,
SPAC630.13c,tsc2,,2543339
SPCC191.10,,,2538831
SPCC1450.01c,,,
SPAC1751.03,tif313,,2542347
SPCC1450.04,tef5,,2539275
SPAC31A2.11c,cuf1,,2543198
SPNCRNA.501,,,
SPBC582.03,cdc13,,2540880
SPCC1450.13c,,,2539183
SPBC582.04c,dsh1,,2540902
SPCC1450.14c,ero12,,2539325
SPCC1450.15,,,2539289
SPBC428.01c,nup107,,3361255
SPAC31A2.13c,sft1,,2542585
SPNCRNA.1360,,,
SPCC1450.16c,ptl1,,2539335
SPNCRNA.1227,ste6-antisense-1,,
SPCC1442.01,ste6,,2538724
SPCC1442.04c,,,3361128
SPCC1442.09,trp3,,2538842
SPCC1442.19,mrp49,,9407293
SPNCRNA.503,,,
SPAC31A2.14,bun107,,2543160
SPCC1442.12,pps1,,2538911
SPNCRNA.644,,,
SPCC1442.13c,,,2539327
SPNCRNA.646,,,
SPCC285.04,,,2539256
SPAC24H6.11c,,,2542625
SPNCRNA.1232,,,
SPCC285.06c,wtf17,,3361131
SPAC24H6.06,sld3,,2542628
SPNCRNA.655,,,
SPBC428.06c,rxt2,,2540689
SPNCRNA.656,,,
SPCC285.14,trs130,,2538961
SPCC1223.02,nmt1,,2539108
SPCTRNAHIS.04,,,
SPCC1223.08c,dfr1,,2539048
SPAC227.05,gim3,,2542066
SPCC1223.11,ptc2,,2539252
SPNCRNA.1237,,,
SPNCRNA.1238,meu10-antisense-1,,
SPAC227.10,gim4,,2541498
SPNCRNA.1239,,,
SPAC227.15,reg1,,2541494
SPCC297.03,ssp1,,2538951
SPAC2F7.06c,pol4,,2541638
SPNCRNA.552,pol4-antisense-1,,
SPCC297.05,,,2539220
SPCC737.03c,ima1,,2539185
SPAC2F7.11,nrd1,,2541755
SPNCRNA.1241,,,
SPNCRNA.1243,,,
SPCC74.04,,,2539069
SPAC2F7.14c,rrp4,,2541813
SPCC74.05,rpl2702,,2539336
SPCC18.01c,adg3,,2539118
SPCC18.03,,,2538928
SPCC18.04,pof6,,2539324
SPCC18.05c,,,2539380
SPBC428.08c,clr4,,2540825
SPCC18.19c,ost5,,14217396
SPAC13A11.01c,rga8,,2542617
SPNCRNA.1361,,,
SPBTRNAHIS.01,,,
SPAC13A11.02c,erg11,,2542599
SPNCRNA.155,,,
SPBC428.14,,,2540846
SPNCRNA.662,SPAC13A11.06-antisense-1,,
SPAC13A11.06,pdc202,,3361478
SPBC428.13c,mob1,,2540845
SPNCRNA.1363,SPBC428.15-antisense-1,,
SPAC3H8.03,img2,,2543635
SPNCRNA.663,img2-antisense-1,,
SPCC18.11c,sdc1,,2539145
SPBC428.18,cdt1,,2540847
SPNCRNA.1250,utp23-antisense-1,,
SPAC3H8.08c,,,2543636
SPCC18.12c,utp23,,2539158
SPBC428.19c,utp15,,2540858
SPNCRNA.669,,,
SPCC18.20,,,14217199
